Common name,Token number
"1,3",14
thiazol-2-yl,16
"-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic",18
Derived,1
"2-Amino-4h-1,3-Benzoxathiin-4-Ol",0
"2R,3R,4R",5
L-homoarginine,0
Mercuribenzoic,0
Phosphorylisopropane,0
Trimethyllysine,0
Tyrosinal,0
Glycerolylphosphonyl,2
8-,6
2-Hexyl-Cyclopropyl,8
-Octanal-1-Yl,10
Hexadecanal-1-Yl,14
-Glycerol,16
Fluorophenyl,2
-1-Cyclopropylmethyl-5-,4
2-Amino-4-Pyrimidinyl,6
Imidazole,8
"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic",0
5,1
2-,3
Naphthalen-1-Yl-Oxalyl-Amino,5
-Benzoicacid,7
"2-Amino-4-oxo-6,7-di",2
sulfanyl-κS,4
"-3,5,5a,8,9a,10-hexahydro-4H-pyrano",6
"3,2-g",8
pteridin-8-yl,10
dihydrogenato,13
2-,15
phosphate,17
dioxo,20
sulfanylmolybdenum,22
2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl,5
-2-Phenyl-Ethyl,7
R-azabisabolene,0
6-methyl-formycin,0
"3',5'-Dimethoxybenzyl",4
"2,6-Diamino-Hexanoic",0
D-Allopyranose,0
4'-nitrophenyl-3i-thiolaminaritrioside,0
"2-deoxy-2,3-dehydro-N-acetylneuraminic",0
Benzoylamino,2
Isocaproic,0
Ethanolamine,0
Betadex,0
5s,3
-1-Acetyl-3-,5
2-Chlorophenyl,7
"-4,5-Dihydro-1h-Pyrazol-5-Yl",9
Phenol,11
L-histidinol,0
Methyleneamine,3
4-Hydroxy-Benzylidine,7
"-5-Oxo-4,5-Dihydro-Imidazol-1-Yl",9
-Acetaldehyde,11
Butylphosphonate,0
Bromo-Willardiine,0
-1h-Indole-5-Carboxylic,4
Thiomethylaminobutane,4
-2-Acetamido-3-,6
1S,10
3-carbamoyl-4-,14
cyclohexylmethoxy,16
phenyl,18
ethyl,20
-3-oxopropyl,24
-2-phosphonophenoxy,26
"2,6-Diamino-8-",0
2-Dimethylaminoethylsulfanylmethyl,2
-3h-Quinazolin-4-One,4
2-Amino-6-,1
"2,6-Difluoro-Benzoyl",3
-Imidazo,5
"1,2-a",7
Pyridin-3-Yl,9
-Phenyl-Methanone,11
Bromo-WR99210,0
;,1
amino-,3
5-,8
azaniumylidene,12
benzimidazol-1-id-2-yl,16
benzimidazol-1-id-5-yl,20
methylidene,22
azanium,24
Propionate,1
Heme,3
3'-Methoxyphenyl,2
Benzimidazole-4-Carboxamide,4
2'-,0
4-Dimethylaminophenyl,2
4-Methyl-1-Piperazinyl,6
"-2,5'-Bi-Benzimidazole",8
P-Toluenesulfonyl,5
"-1,4-Thiazane-3-Carboxylicacid-L-Leucine",7
1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide,0
Alsterpaullone,0
Phosphinate,1
2-Naphthoyl,9
Piperidin-4-Yl,11
Carbonyl,15
-2-Naphthyl,17
-1-,19
1-Naphthyl,21
-2-Oxoethylphosphonic,23
Clorgiline,0
S-Isopropyl-Isothiourea,0
4-Chlorophenyl,10
Propyl,12
Sulfanyl,14
-6-,16
1-Piperazinyl,18
"-1,3,5-Triazin-2-Yl",20
Amino,22
Ethyl,24
Phenol,26
MF268,0
tetraphosphate,1
GDP-alpha-D-mannuronic,0
Serine-3'-aminoadenosine,0
Pseudotropine,0
D-arginine,0
Tyvelose,0
Phenylalanylamide,0
"1,3,4,9-Tetrahydro-2-",0
Hydroxybenzoyl,2
4-Hydroxyphenyl,7
-6-Methoxy-2h-Pyrido,11
"3,4-B",13
Indole,15
vanadate,1
Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,1
Z-Ala,0
Prolinal,1
Ribulose-5-Phosphate,0
BATSI,1
persulfide,2
4-Chlorobenzyl,4
"-1h-1,2,3,4-Tetraazol-5-Amine",6
Ergosterol,0
3-Oxo-Pentadecanoic,0
"1,3-Di",2
4-morpholinyl,4
-2-propanyl,6
-3-,8
α-D-galactopyranosyloxy,10
-5-nitrobenzamide,12
Nitrocefin,0
Hydroxy-Methoxy-Methyl,4
-Benzyl,6
-7-,8
4-Hydroxymethyl-Benzyl,10
"-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-",12
"1,2,7",14
"Thiadiazepane-4,5-Diol",16
-methylmalonyl-CoA,3
beta-galactoside,1
6-hydroxymethylpterin,0
N-Carbamoyl-Alanine,0
Coelenteramide,0
N-Propyl,0
5-phenylpentanoic,0
"3,4-Xylenol",0
Hypophosphite,0
"2,3-Dicarboxy-4-",0
2-Chloro-Phenyl,2
-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium,4
"2-Amino-4-oxo-1,4-dihydropyrido",6
pyrimidin-6-yl,10
2E,16
4-carbamoyl-1-,20
5-O-phosphono-beta-D-ribofuranosyl,22
-1H-imidazol-5-yl,24
-2-propenoyl,26
amino,28
),29
benzoyl,30
-L-glutamic,32
acid,33
N-Carbamoylphenylalanine,0
Pyrimidin-2-Ylamino,2
Naphthalene-2-Carboximidamide,4
"5-methyl-6-oxo-1,6-dihydro-pyridin-3-yl",1
"-1,2-dideoxy-ribofuranose-5-monophosphate",3
Alpha-Amino-2-Indanacetic,0
beta-D-fucose,0
alpha-Methylleucine,0
Nogalaviketone,0
N-Cyclopentyl-N-Cyclobutylformamide,0
p-Coumaric,0
4-hydroxybenzyl,0
"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",0
"5,6-Dihydro-Benzo",0
H,2
Cinnolin-3-Ylamine,4
6-Deoxyerythronolide,0
Cpad,0
Alpha-Methylisocitric,0
3-amino-propyl,6
-piperazin-1-yl,8
-propyl,10
-3-nitro-5-,12
galactopyranosyl,14
-beta-benzamide,16
alpha-Ketoisovalerate,0
N-Acetyl-L-Glutamate,0
Hypoxanthine,0
"Heptane-1,2,3-Triol",0
RU78191,0
4s-Trans,1
Methylamino,5
"-5,6-Dihydro-6-Methyl-4h-Thieno",7
"2,3-B",9
"Thiopyran-2-Sulfonamide-7,7-Dioxide",11
Decyloxy-Methanol,0
pyridoxal,6
phosphate,7
-L-lysine,9
2-deoxy-2-fluoro-α-D-mannose,0
N-maleimidomethyl,2
"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",0
Open,0
Form,1
of,2
2'-Deoxy-Ribofuranose-5'-Phosphate,3
2S,6
Allyloxy,12
carbonyl,14
4-,21
3-hydroxy-2-,23
methoxycarbonyl,25
phenoxy,27
butyl,29
-3-oxopropyl,33
phenyl,35
},36
(,37
carboxycarbonyl,38
),39
amino,40
],41
benzoic,42
acid,43
AL5300,0
RH-1,0
Apstatin,0
Undecanal,0
4-hydroxybutan-2-one,0
9-Deazahypoxanthine,0
"-4,5-Dihydroxy-2-",3
-6-oxo-3-piperidinyl,7
beta-D-glucopyranoside,8
Uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-D-galactose,0
Deamido-Nad+,0
Tricarbonyl,0
"1,10-phenanthroline",2
rhenium,4
1+,6
"2,4-Dimethyl-1,3-thiazol-5-yl",4
-2-pyrimidinyl,6
-N-hydroxyimidoformamide,8
2-Amino-Adenosine,0
3-Methylcytosine,0
3-Methyladenine,0
N-Heptylformamide,0
Fotemustine,0
2,4
4-Carbamimidoyl-Phenylamino,7
-Methyl,9
-1-Methyl-1h-Benzoimidazol-5-Yl,11
-Cyclopropyl,13
-Pyridin-2-Yl-Methyleneaminooxy,15
-Acetic,17
Acid,18
Ethyl,19
Ester,20
-3-Amino-2-Hydroxy-5-,3
Ethylsulfanyl,5
Pentanoyl-,7
S,10
-,14
-,16
1-Naphthyl,18
Ethyl,20
Amide,22
"1,3,2-Dioxaborolan-2-Yloxy",3
Benzamidine,7
2-Nitro-4-cresol,0
Balhimycin,0
-2-Acetamido-3-,3
octadecyloxy,5
propyl,7
methylsulfanyl,10
ethyl,12
hydrogen,13
phosphate,14
N-Formylpiperidine,0
"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta",0
Quinolin-12-Amine,4
Berberine,0
Allolactose,0
N-Dimethylamino,4
cinnamoyl-CoA,6
N-Coeleneterazine,0
Hexatantalum,0
Dodecabromide,1
"4-Methyl-1,2-Benzenediol",0
Guanosine-3'-monophosphate-5'-diphosphate,0
beta-D-glucose,0
P-Iodophenylacetylamino,1
Methylphosphinic,3
Aurodox,0
-4-Acetyl-Piperazine,8
1-Hydroxycarboxyethyl-Carbonyl,2
Leucylamino-2-Methyl-Butane,4
beta-D-arabinofuranose,0
"5-Nitroso-6-ribityl-amino-2,4",0
"1H,3H",2
-pyrimidinedione,4
Willardiine,0
5-Methoxybenzimidazole,0
10-,0
4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy,2
"-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",4
S-Hexylglutathione,0
Degraded,0
Cephaloridine,1
"-5-Fluoro-4-hydroxy-3,4-dihydro-2",3
Lysophosphotidylserine,0
Guanosine-5'-Triphosphate,0
Bis,2
2-bromoethyl,4
amino,6
"2,3-dioxopropyl",10
"-2,4-dinitrobenzamide",12
6-Hydroxypropylthymine,0
1-Benzyl-3-,0
4-Methoxy-Benzenesulfonyl,2
-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic,4
Hydroxyamide,6
"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",0
Dimethylamide,6
Indole-3-Glycerol,0
4-Chlorophenyl,4
2-Isopropoxy-4-Methoxyphenyl,8
"-4,5-Dihyd",10
Roimidazol-1-Yl,11
-Piperazin-1-Yl-Methanone,13
Nicotinyl,0
I-Coeleneterazine,0
Dodecyldimethylamine,0
N-oxide,1
"N-alpha-Acetyl-3,5-diiodotyrosyl-D-threonine",0
1-Methylhistidine,0
"3-Hydroxy-7,8-Dihydro-6h-Cyclohepta",2
S-Hydroxymethyl,0
Glutathione,1
N-Methyl-N-,0
6-Phenyl,4
"1,2,4",6
Triazolo,8
"4,3-B",10
Pyridazin-3-Yl,12
Acetamide,16
2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose,0
Aspartate,0
beryllium,1
trifluoride,2
Aminooxy,3
Aniline,7
adenosine,2
tetraphosphate-methyl,3
"-7,8-dihydropterin",5
Beta-Hydroxytryptophane,0
Pyrophosphoric,0
Propionamide,0
"5-Nitro-6-ribityl-amino-2,4",0
"5-Phenylsulfanyl-2,4-Quinazolinediamine",0
"1S,5R,6S",4
"-3-formyl-5,6-dihydroxy-4-oxo-2-cyclohexen-1-yl",6
amino,8
-α-D-xylo-hex-5-enopyranose,10
Valpromide,0
Anthranilic,0
Aceglutamide,0
Bropirimine,0
"3,5-Diaminophthalhydrazide",0
4-bromo-3-hydroxy-3-methyl,0
butyl,1
diphosphate,2
D-Isovaline,0
"2,4,6-Triisopropyl-Phenylsulfonyl-L-",1
3-Amidino-Phenylalanine,3
-Piperazine-N'-Beta-Alanine,6
Fructose,0
3'-1-carboxy-1-phosphonooxy-ethoxy-uridine-diphosphate-N-acetylglucosamine,0
Mdl-29951,0
Phosporic,0
Mono-,2
"3,4-Dihydroxy-5-",4
5-Methoxy-Benzoimidazol-1-Yl,6
-Tetrahydro-Furan-2-Ylmethyl,8
Digitoxigenin,0
Di-Stearoyl-3-Sn-Phosphatidylcholine,0
Benzofuran,0
"2,4-Difluorophenyl",7
"2s,3r",6
"-2,3,5-Trihydroxy-4-Oxo-Pentyl",8
Mercapto-Butyric,10
Methylmalonic,0
Norvaline,0
Pyrrolidino,2
"2,1-B",4
Isoindolin-4-On-8-Yl,6
Pyridin-2-Yl,10
Urea,12
"9S,10S",1
MDL72527,0
2-carboxyethyl,6
-L-arginine,8
"2,5-dibenzyloxy-3-hydroxy-hexanedioic",0
bis-,2
2-hydroxy-indan-1-yl,5
-amide,7
Skf,0
107457,1
L-Homoserine,0
Triacetylchitotriose,0
Heptulose-2-Phosphate,0
Pteroic,0
Descarboxy-nor-N,0
1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate,0
Matairesinol,0
Histidyl-Adenosine,0
Isoformononetin,0
3-Mercuri-4-Aminobenzenesulfonamide,0
Difluoro-Phosphono-Methyl,8
-Butyl,12
-Phenyl,14
-Difluoro-Methyl,16
-Phosphonic,18
Acid,19
"Thymidine-3',5'-Diphosphate",0
7-Aza-L-tryptophan,0
L-Saccharopine,0
"3,4-dimethoxyphenyl",2
Dequalinium,0
{,17
4-,18
3-,20
{,22
3-,24
hexopyranosyloxy,26
-5-nitrophenyl,28
carbonyl,30
},31
amino,32
),33
propyl,34
piperazin-1-yl,36
},37
propyl,38
"-3,4-dioxocyclobut-1-en-1-yl",42
},43
amino,44
propyl,46
],47
piperazin-1-yl,48
},49
propyl,50
),51
-5-nitrobenzamide,52
"-3,5-dideoxy-3-fluoro-D-erythro-alpha-L-manno-non-2-ulopyranosonic",4
2-Iminiopropanoate,0
Propyl,2
Phenyl,4
Urea,5
CRA_9076,0
Quercetin,0
L-2-amino-3-butynoic,0
1-Deaza-Adenosine,0
Trivanadate,0
CGP,0
4832,1
Didecyldimethylammonium,0
Sparsomycin,0
Nitroarginine,0
Oleic,0
N-Methyldehydrobutyrine,0
Dihydro-Acarbose,0
"9-Amino-2-deoxy-2,3-dehydro-n-acetyl-neuraminic",0
Dihydroxyphenylglycine,0
"7,10,13-Tri",0
Carboxymethyl,2
"-5,15-Dioxo-4,7,10,13,16-Pentaaza-1,19-Dithianonadecane",4
Nitromethyldethia,0
imidazole,2
diaquacopper,4
I,6
N-Hydroxy-1-,0
4-Methoxyphenyl,2
Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,4
Hydroxyethyloxy,1
Tri,3
Ethyloxy,5
Octane,7
4-Bromophenyl,5
Carbonyl,11
-N1-,13
1s,16
-1-Formylpentyl,18
-L-Leucinamide,20
4-Amino,0
Hexanoic,1
-Propan-1-Ol,4
Tris,0
Hydroxyethyl,2
Aminomethane,4
-D-Pipecolinic,8
2-Amino-6-Aminomethyl-8-Phenylsulfanylmethyl-3h-Quinazolin-4-One,0
1S,1
-1-C-,3
2R,6
-6-,8
2R,11
-2-Butanyl,13
"-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl",15
-5-deoxy-1-O-methyl-D-xylulose,17
N-Pyridoxyl-2-Methylalanine-5-Phosphate,0
4-hydroxybenzoic,0
TMP,0
3-Biphenylyl,5
2R,10
-2-hydroxy-3-,12
2-pyridinylsulfonyl,15
propyl,19
-4-methylpentanamide,21
CRA_23653,0
beta-,0
-galactotriose,6
Substituted,1
Heme,2
C,3
Butyrylthiocholine,0
N-Carbamoylaspartic,0
Tretazicar,0
8-Benzo,0
"Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",4
BEA388,1
-alpha-methyl-4-carboxyphenylglycine,3
Palmitoleic,0
Seocalcitol,0
"5,5-Difluoro-5-Phosphonopentyl",2
Guanine,4
Carbamic,0
7-hydroxy-8-ribityllumazine-6-yl,2
propionic,4
Geneticin,0
10R,1
"-10-formyl-5,8,10-trideazafolic",3
N-acetyl-beta-neuraminic,0
"6-D-ribitylamino-2,4-dihydroxypyrimidin-5-yl",2
-1-pentyl-phosphonic,4
Dipicolinic,0
chitotriose,1
Cyclotheonamide,0
2-Carbazol-9-Yl-Ethoxy,7
-Phenyl,9
-2-Ethoxy-Propionic,11
"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic",0
Citric,0
"8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo",0
Azepine,4
-7-hydroxyflavanone,3
N-acetylserotonin,0
2S,10
-3-Carboxy-2-hydroxypropanoyl,12
-4-methylpentanoyl,16
butyl-,20
diaminomethylidene,22
-6-Phosphate,1
2-Cyclohexyl-2-guanidino-acetylamino,4
-acetylamino,6
3-mercapto-propyl,10
-propionamide,12
3-Isopropylmalic,0
"3,4-Dihydro-2'-deoxyuridine-5'-monophosphate",0
Cyclohexylidene,6
"-3,4-Dihydroxy-1",8
-Naphthalenone,12
2-deoxy-2-fluoro-α-D-glucose,0
2-Bromohypoxanthine,0
L-proline,0
"2s,4e",4
"1,3-Benzothiazol-2-Yl",8
"1h-1,2,3-Benzotriazol-1-Yl",12
-5-Phenylpent-4-Enyl,14
Phenyl,16
Difluoro,19
Methylphosphonic,21
Acid,22
beta-D-Ribopyranose,0
KH064,0
Trans-,2
4-Aminocyclohexyl,4
Benzyl-Amino,10
-9-Cyclopentylpurine,12
Genz-10850,0
Oxfenicine,0
Isopropylamino,3
2-Amino-2-Phenyl-Acetylamino,2
-3-Chloro-8-Oxo-1-Aza-Bicyclo,4
4.2.0,6
Oct-2-Ene-2-Carboxylic,8
5-Phosphoribosyl-1-,0
Beta-Methylene,2
Pyrophosphate,4
Benzoylcarbamoyl,2
-beta-D-glucopyranosylamine,4
5-Oxo-L-Norleucine,0
Trichostatin,0
4-Amino-2-Tert-Butyl-5-Methyl-Phenylsulfanyl,2
-6-Cyclopentyl-4-Hydroxy-6-,4
4-Hydroxy-Phenyl,8
-Ethyl,10
"-5,6-Dihydro-Pyran-2-One",12
Maleic,0
"1s,3r,4r,6s",1
"-1,3,4,6-Tetrapkisphosphate",3
Hydrate,6
"4-Hydroxy-3,5-Dimethyl-5-",0
"2-Methyl-Buta-1,3-Dienyl",2
-5h-Thiophen-2-One,4
4-O-methyl-alpha-D-glucuronic,0
L-Gluconic,0
4-Methylphenyl,3
Sulfanyl,5
"-2,4-Quinazolinediamine",7
5-Hydroxy-N-Propargyl-1,0
D-4-hydroxyphenylglycine,0
-Heptanoic,7
2-Hydroxymethyl-Pyrrolidine-1-Carbonyl,12
-2-Methyl-Propyl,14
-Amide,16
4-Phenylbutylamine,0
"2,3-Difluorobenzyl",0
-3-methyl-D-aspartic,3
1-Methylcytosine,0
Guanosine-5'-Diphosphate,0
"3,3-Dichloro-2-Phosphonomethyl-Acrylic",0
Nα-,0
-,11
1S,14
-1-,16
Benzyloxy,20
carbonyl,22
-2-phenylethyl,26
(,28
hydroxy,29
phosphoryl,31
methyl,33
-5-phenylpentanoyl,35
-L-tryptophanamide,37
2-Bromo-2-Propene-1-Ol,0
N-Hexylphosphonate,0
Ethyl,1
LY249543,0
Cystein-S-Yl,2
-Isoxazolidin-5-Yl-Acetic,4
Ovalicin,0
Phenethylamine,0
Phosphatidylethanolamine,0
Shikimate-3-Phosphate,0
Isoquinoline,0
Bilh,0
434,1
Monastrol,0
2-2-,4
Methoxy-Ethoxy,6
-Ethanol,12
Octamethylenediamine,0
6-hydroxydopa,0
quinone,1
Inosine,0
4-Amidinophenyl,2
4-Chlorophenyl,6
Isocyanomethane,0
SB220025,0
Carbocisteine,0
Dioxidophosphoranyl,3
oxy,5
benzoate,7
3-Iodobenzyl,2
Carboxy,3
4-Hydroxyphenyl,5
Acetyl,7
-7-Methoxy-,11
3-,13
1-Methyl-1h-Tetrazol-5-Yl,16
Thio,18
Methyl,20
-8-Oxo-5-Oxa-1-Azabicyclo,22
4.2.0,24
Oct-2-Ene-2-Carboxylic,26
Acid,27
Glyoxylic,0
Lumichrome,0
"2r,4s",1
"-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran",3
3-Dehydroshikimate,0
Taurocholic,0
"-propane-1,2-diol",3
Argadin,0
Aconitate,0
beta-D-Ribose-5-phosphate,0
Tert-butyl,0
"2S,5R",4
-6-,6
-5-amino-1-,12
2S,16
-1-amino-1-oxo-3-phenylpropan-2-yl,18
"-1,5-dioxopentan-2-yl",22
"-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl",26
carbamate,28
9-Deazaguanine,0
Pteric,0
Vinylsulfonic,0
Benzo,0
Thiophene-2-Boronic,4
Methyldiazene,0
Beta-Ethyl,4
-4-Methyl-Thiazole-2-Carboxylic,6
Mesobiliverdin,0
IV,1
alpha,2
Arecoline,0
3'-Deoxy,0
3'-Amino,1
Adenosine-5'-Diphosphate,2
Debromohymenialdisine,0
Bb-3497,0
"1,3,2-Dioxaborolan-2-Ol",0
S-sulphocysteine,0
AL6528,0
L-Dilinoleoyllecithin,0
4-Amino-N-,0
"2,6-Dimethyl-Phenoxy",6
-Acetylamino,8
-3-Hydroxy-1-Isobutyl-5-Phenyl-Pentyl,10
-Benzamide,12
4-Carboxy-5-,0
1-Pentyl,2
"Hexylsulfanyl-1,2,3-Triazole",4
13-Acetylphorbol,0
Meglutol,0
3-Amino-N-,0
Methylbenzyl,2
Allantoate,0
Crotonaldehyde,0
2-Deoxy-alpha-D-galactopyranose,0
L-valinol,0
Fe-Mesopone,0
3-Deazacytidine,0
"4,6-O-",0
1-Carboxyethylidene,2
-Beta-D-Glucose,4
1-Hydroxy-2-Amino-3-Cyclohexylpropane,0
4-Carboxy-4-Aminobutanal,0
Ado-P-Ch2-P-Ps-Ado,0
Aeruginosin,0
98-B,1
Bishydroxy,0
"2h-1-Benzopyran-2-One,1,2-Benzopyrone",2
Soneclosan,0
3-Nitro-4-,0
2-Oxo-Pyrrolidin-1-Yl,2
Acid-Adenylate,1
Thiodigalactoside,0
Alpha-D-Glucose-1-Phosphate-6-Vanadate,0
Lactic,0
"L-erythro-7,8-dihydrobiopterin",0
Betaine,0
aldehyde,1
Allosamizoline,0
"1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl",4
"4'-Ethoxy-1,1'-Biphenyl-4-Yl",10
-4-Oxobutanoic,12
Phosphonomethyl,2
Pyridine-2-Carboxylic,4
4-Methyl-2-Methylamino-Thiazol-5-Yl,4
-Pyrimidin-2-Ylamino,6
-Phenol,8
Ncs-Chromophore,0
Naphthalene,0
Trisulfonate,1
3-Phenylpropylamine,0
Alpha-N-Dichloroacetyl-P-Aminophenylserinol,0
Heptamolybdate,0
3-amino-1-chloro-4-phenyl-butanol-2-yl,0
R-2-,0
4'-Methoxy-,3
"1,1'-Biphenyl",5
-4-Yl,7
-Sulfonyl,9
-Amino-6-Methoxy-Hex-4-Ynoic,11
P-Nitrophenol,0
Adenylosuccinic,0
D-norleucine,0
3-pentanone,3
adduct,4
Homocysteine,0
containing,2
CO,3
III,5
RPR128515,0
"7,8-Dihydroneopterin",0
Alpha-Methyl-N-Acetyl-D-Glucosamine,0
3S,3
Benzyloxy,8
sulfamoyl,10
-5-phenyl-3-pentanyl,12
-Nα-,14
4-methyl-1-piperazinyl,17
-L-phenylalaninamide,21
4'-Hydroxyflavanone,0
4-Phenylamino-Phenylamino,2
1h-Tetrazol-5-Yl,6
-Acrylonitrile,8
4-epi-vancosaminyl,0
derivative,1
vancomycin,3
ZK-805623,0
Verpacamide,0
Naphthyridine,0
3-Fluoro-L-tyrosine,0
"Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline",0
Pentasaccharide,2
Nebularine,0
2-Fluoroadenosine,0
Imino,0
"2-oxo-1,2-dihydro-3-pyridinyl",4
-1H-benzimidazol-5-yl,6
methanaminium,8
Tetrafluoroaluminate,0
Mercuric,0
"1,4-Dithiothreitol",0
"2,4-Difluorobenzyl",0
"2,4-Difluoro-1-",2
Hydroxymethyl,4
Benzene,6
"3,3-Dihydroxypropeny",2
"-3-Methoxy-Benzene-1,2-Diol",4
1-Thiohexopyranoside,1
4-Methylpiperazin-1-Yl,0
Carbonyl,1
Aminoquinuride,0
4-O-Hexopyranosylhexopyranosyl,8
Oxy,10
"-5,6-Dihydroxy-3-",12
Hydroxymethyl,14
Cyclohex-2-En-1-Yl,16
Amino,18
Hexopyranosyl,20
Hexopyranose,22
Alpha-Aminobutyric,0
N-trimethylglycinium,4
Arsenous,0
2'-Deoxyguanosine-5'-Monophosphate,0
"2,2-Dichloro-1-methanesulfinyl-3-methyl-cyclopropanecarboxylic",0
4-bromo-phenyl,5
-ethyl,7
-amide,9
"3,4-Dichloroisocoumarin",0
C8-S,1
-Hydantocidin,3
Coproporphyrinogen,0
III,1
Tetrabromo-2-Benzotriazole,0
4-Amino-1-Tert-Butyl-1h-Pyrazolo,2
Pyrimidin-3-Yl,6
Phenol,8
N-Formylmethionine,0
Lactose,0
SR12813,0
5'-phosphopyridoxyl,2
-L-alanine,4
Afimoxifene,0
CRA_10656,0
2-Phenyl-1-,0
2-Piperidin-1-Yl-Ethoxy,4
"-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",8
-1-Para-Nitro-Phenyl-2-Azido-Ethanol,3
alpha-L-fucose,0
8-anilinonaphthalene-1-sulfonic,0
"Trencam-3,2-Hopo",0
2'-Deoxy-2'-,0
"3,5-dimethoxybenzoyl",3
1R,10
"-1,2,3,4-tetrahydro-1-naphthalenyl",12
adenosine,14
Cp-166572,0
2-Hydroxymethyl-4-,2
4-N,4
N-Dimethylaminosulfonyl-1-Piperazino,6
-Pyrimidine,8
4-Nitro-Inden-1-One,0
6-Methylpyridin-2-Yl,6
"-5,6-Dihydro-4h-Pyrrolo",8
"1,2-B",10
Pyrazole,12
Erythritol,0
Cmp-2-Keto-3-Deoxy-Octulosonic,0
2-deoxy-2-fluoro-β-D-mannose,0
L-phenylalaninol,0
"-2,8-Diaminooctanoic",3
N-Methylleucine,0
"2S,3R,6R,7R",6
Acetyloxymethyl,10
-2-carboxy-8-oxo-5-thia-1-azabicyclo,12
4.2.0,14
octan-7-yl,16
-6-,18
2-aminoacetyl,21
-7-hydroxy-7-oxoheptanimidate,25
Guanidinoethylmercaptosuccinic,0
Mercaptomethylene,2
Pyridine,4
Diisopropylphosphono,0
-2-deoxy-4-O-sulfo-alpha-D-galactopyranose,4
Fructose-6-phosphate,0
Dihydroxy,0
oxo,2
6+,6
Paratoulene,0
4-Phospho-D-erythronohydroxamic,0
2'-Monophosphoadenosine-5'-Diphosphoribose,0
Semialdehyde,1
-styrene,3
oxide,4
Acedoben,0
Camphane,0
WRR-204,0
Sp-722,0
"-2,3,4,5-Tetrahydropyridin-3-Amine",3
-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine,4
6s,2
"-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside",4
N-Methylnaloxonium,0
3-phospho-D-glyceric,0
Methionine,1
2-Isobutyl-3-methoxypyrazine,0
6-Aminohexyl,2
-5-Chloro-1-Naphthalenesulfonamide,4
Uridylyl-2'-5'-phospho-guanosine,0
2-O-methyl-alpha-L-fucopyranose,0
2-Deoxy-Glucitol-6-Phosphate,0
Dipyrromethane,0
Cofactor,1
"2,4-Dimethyl-Thiazol-5-Yl",4
Caprylic,0
"3s,8ar",1
4-Hydroxybenzyl,5
Hexahydropyrrolo,7
"1,2-a",9
"Pyrazine-1,4-Dione",11
4-S-Glutathionyl-5-pentyl-tetrahydro-furan-2-ol,0
Dexfosfoserine,0
Tert-Butyl,0
1s,2
-1-Cyclohexyl-2-Oxoethylcarbamate,4
Malonyl-CoA,0
3-Carboxypropanoyl,2
-L-phenylalanyl-3-carboxy-O-,4
carboxymethyl,6
-N-pentyl-L-tyrosinamide,8
L-Glycero-D-Manno-Heptopyranose,0
beta-Hydroxyasparagine,0
"2,4-Dinitrophenol",0
Desvancosaminyl,0
vancomycin,1
Thiocysteine,6
S-Benzylcysteine,0
2-Amino-4-methylphenol,0
5-Nitroindazole,0
Tryptophanamide,0
threo-3-methyl-L-aspartic,0
Glyphosate,0
prolylglycyl,2
1h-Imidazol-2-Ylsulfanylmethyl,2
-3h-Quinazoline-4-One,4
1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,0
Afegostat,0
3-Deazaadenosine,0
BEA409,1
4-Deoxy-D-Glucuronic,0
"2,3,4-Trifluorophenyl",7
beta-D-fructofuranose,0
